^SAMPLE = GSM11
!Sample_title = NHGRI_A-357
!Sample_geo_accession = GSM11
!Sample_status = Public on Jan 24 2001
!Sample_submission_date = Jan 09 2001
!Sample_last_update_date = May 27 2005
!Sample_type = RNA
!Sample_channel_count = 2
!Sample_source_name_ch1 = melanoma, skin
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = total RNA
!Sample_source_name_ch2 = NHGRI_Melanoma_Ref
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = total RNA
!Sample_description = Biopsy location: skin
!Sample_description = Patient sex: 54
!Sample_description = Patient age: female
!Sample_description = Passage number: ND
!Sample_description = p16 mutation status: mutation
!Sample_description = Invasive ability: 2.8 +/- 0.2%
!Sample_description = Vasculogenic mimicry: -
!Sample_description = Gel contraction: ND
!Sample_description = Cell motility: 67.80 +/- 4.40
!Sample_description = Scratch wound (%): 26
!Sample_description = 
!Sample_description = See http://www.nhgri.nih.gov/DIR/Microarray/Nature_paper.pdf
!Sample_description = and http://www.nhgri.nih.gov/DIR/Microarray/Melanoma_Supplement/index.html
!Sample_platform_id = GPL7
!Sample_contact_name = Michael,,Bittner
!Sample_contact_email = mbittner@nhgri.nih.gov
!Sample_contact_phone = 301-496-7980
!Sample_contact_fax = 301-402-3241
!Sample_contact_department = Cancer Genetics Branch
!Sample_contact_institute = NHGRI, NIH
!Sample_contact_address =  
!Sample_contact_city = Bethesda
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 20892
!Sample_contact_country = USA
!Sample_contact_web_link = http://www.nhgri.nih.gov/Intramural_research/People/bittnerm.html
!Sample_supplementary_file = NONE
!Sample_series_id = GSE1
!Sample_data_row_count = 8192
#ID_REF = 
#CH1_TARGET_TOP = Sample 1 (Red Channel) target location in image - top
#CH1_TARGET_LT = Sample 1 (Red Channel) target location in image - left
#CH1_TARGET_BOT = Sample 1 (Red Channel) target location in image - bottom
#CH1_TARGET_RT = Sample 1 (Red Channel) target location in image - right
#CH1_RAW = Sample 1 (Red Channel) Total Intensity
#CH1_MEAN = Sample 1 (Red Channel) Mean Intensity
#CH1_SD = Sample 1 (Red Channel) Standard Deviation
#CH1_AREA = Sample 1 (Red Channel) Area
#CH1_BKD_MEAN = Sample 1 (Red Channel) Mean Background Level
#CH1_BKD_SD = Sample 1 (Red Channel) Background Standard Deviation
#CH2_TARGET_TOP = Sample 2 (Green Channel) target location in image - top
#CH2_TARGET_LT = Sample 2 Green Channel) target location in image - left
#CH2_TARGET_BOT = Sample 2 Green Channel) target location in image - bottom
#CH2_TARGET_RT = Sample 2 Green Channel) target location in image - right
#CH2_RAW = Sample 2 Green Channel) Total Intensity
#CH1_MEAN = Sample 1 (Red Channel) Mean Intensity
#CH2_SD = Sample 2 Green Channel) Standard Deviation
#CH2_AREA = Sample 2 Green Channel) Area
#CH2_BKD_MEAN = Sample 2 Green Channel) Mean Background Level
#CH2_BKD_SD = Sample 2 Green Channel) Background Standard Deviation
#UNION_AREA = Union Area
#RATIO = Raw Ratio
#VALUE = log ratio of PRE_VALUE
#CONF_LEVEL = Confidence Level - fixed at 99%
#CONF_LOW = Confidence Interval - Lower Bound - Raw Ratio
#CONF_UP = Confidence Interval - Upper Bound - Raw Ratio
#NORM_FACTOR = M-value
#CV = Coefficient of variance
#PRE_VALUE = Calibrated Ratio
!sample_table_begin
ID_REF	CH1_TARGET_TOP	CH1_TARGET_LT	CH1_TARGET_BOT	CH1_TARGET_RT	CH1_RAW	CH1_MEAN	CH1_SD	CH1_AREA	CH1_BKD_MEAN	CH1_BKD_SD	CH2_TARGET_TOP	CH2_TARGET_LT	CH2_TARGET_BOT	CH2_TARGET_RT	CH2_RAW	CH1_MEAN	CH2_SD	CH2_AREA	CH2_BKD_MEAN	CH2_BKD_SD	UNION_AREA	RATIO	VALUE	CONF_LEVEL	CONF_LOW	CONF_UP	NORM_FACTOR	CV	PRE_VALUE
1905	281	1462	299	1480	1	1.0	0.0	0	3584.0	547.0	281	1462	299	1480	1	1.0	0.0	0	3485.4	288.8	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1906	898	1462	916	1480	161546	3466.2	1504.3	0	3876.8	312.3	898	1462	916	1480	159696	2948.3	1044.1	30	4310.6	271.8	30	1.176	0.2365373	99.000	0.318	1.462	0.682	0.188	1.724
1907	318	1462	336	1480	1	1.0	0.0	0	3455.6	551.6	318	1462	336	1480	1	1.0	0.0	0	3396.1	258.8	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1908	935	1462	953	1480	1	1.0	0.0	0	3761.2	342.1	935	1462	953	1480	1	1.0	0.0	0	4348.9	259.1	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1909	131	2093	149	2111	1	1.0	0.0	0	2816.1	286.0	131	2093	149	2111	1	1.0	0.0	0	2772.7	199.6	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1910	756	2084	774	2102	216916	2789.1	1533.9	30	3784.2	422.4	756	2084	774	2102	229545	3472.2	1730.6	39	3483.7	230.5	41	0.803	0.0711453	99.000	0.318	1.462	0.682	0.188	1.178
1911	167	2093	185	2111	1	1.0	0.0	0	2975.6	341.2	167	2093	185	2111	1	1.0	0.0	0	2822.7	208.7	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1912	792	2084	810	2102	199944	3208.9	1444.4	33	3685.8	381.0	792	2084	810	2102	216363	3804.6	1894.7	35	3656.2	265.4	37	0.843	0.0923703	99.000	0.318	1.462	0.682	0.188	1.237
1913	204	2093	222	2111	1	1.0	0.0	0	2988.3	344.8	204	2093	222	2111	1	1.0	0.0	0	2916.9	239.1	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1914	829	2083	847	2101	1	1.0	0.0	0	3718.4	405.9	829	2083	847	2101	1	1.0	0.0	0	3673.6	242.0	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1915	240	2093	258	2111	1	1.0	0.0	0	3059.1	352.0	240	2093	258	2111	1	1.0	0.0	0	2914.5	236.5	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1916	865	2083	883	2101	116698	587.8	539.7	0	3734.4	380.2	865	2083	883	2101	139307	1485.3	533.4	35	3674.2	227.0	35	0.396	-0.2365723	99.000	0.318	1.462	0.682	0.188	0.580
1917	277	2093	295	2111	1	1.0	0.0	0	3068.0	320.6	277	2093	295	2111	1	1.0	0.0	0	2930.4	215.1	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1918	902	2083	920	2101	1	1.0	0.0	0	3628.7	323.1	902	2083	920	2101	1	1.0	0.0	0	3706.7	255.2	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1919	313	2093	331	2111	1	1.0	0.0	0	3196.2	351.5	313	2093	331	2111	1	1.0	0.0	0	2976.3	202.5	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1920	938	2083	956	2101	1	1.0	0.0	0	3954.5	431.8	938	2083	956	2101	1	1.0	0.0	0	3863.0	305.1	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1921	336	240	354	258	259106	1148.6	933.6	0	3478.3	345.9	336	240	354	258	339241	2230.8	1450.5	64	3827.1	266.0	64	0.515	-0.1220533	99.000	0.318	1.462	0.682	0.188	0.755
1922	951	250	969	268	1	1.0	0.0	0	3315.2	341.9	951	250	969	268	1	1.0	0.0	0	4639.6	336.3	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1923	372	240	390	258	139169	1278.2	574.1	0	3520.7	378.7	372	240	390	258	158808	1628.5	350.8	37	3847.7	258.6	37	0.785	0.0610753	99.000	0.318	1.462	0.682	0.188	1.151
1924	988	250	1006	268	162598	1605.4	874.9	0	3321.8	364.7	988	250	1006	268	254203	3110.6	1432.9	41	4592.5	280.3	41	0.516	-0.1209043	99.000	0.318	1.462	0.682	0.188	0.757
1925	409	240	427	258	298637	1879.1	1572.1	32	3453.7	320.8	409	240	427	258	369233	2789.1	2228.4	62	3804.4	226.3	64	0.674	-0.0052433	99.000	0.318	1.462	0.682	0.188	0.988
1926	1024	250	1042	268	1	1.0	0.0	0	3149.9	330.8	1024	250	1042	268	1	1.0	0.0	0	4642.8	260.9	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1927	445	240	463	258	288091	2858.5	1277.0	41	3020.9	570.6	445	240	463	258	428987	4900.4	2256.5	57	3854.4	298.6	57	0.583	-0.0680343	99.000	0.318	1.462	0.682	0.188	0.855
1928	1061	249	1079	267	178584	1504.1	842.9	0	3075.0	309.6	1061	249	1079	267	272682	2322.4	1051.7	47	4669.4	245.0	47	0.648	-0.0222763	99.000	0.318	1.462	0.682	0.188	0.950
1929	482	240	500	258	114937	1797.9	421.7	0	3426.6	466.8	482	240	500	258	128973	1884.9	385.2	30	3977.5	279.2	30	0.954	0.1458183	99.000	0.318	1.462	0.682	0.188	1.399
1930	1097	249	1115	267	1	1.0	0.0	0	3017.1	327.0	1097	249	1115	267	1	1.0	0.0	0	4769.9	301.2	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1931	518	239	536	257	158466	2871.6	1099.5	0	3467.0	451.5	518	239	536	257	152684	2065.9	640.9	33	4041.5	280.4	33	1.390	0.3092043	99.000	0.318	1.462	0.682	0.188	2.038
1932	1134	249	1152	267	158642	1348.0	854.0	0	3058.8	351.5	1134	249	1152	267	258094	2430.3	913.4	44	4738.9	285.6	44	0.555	-0.0899093	99.000	0.318	1.462	0.682	0.188	0.813
1933	341	857	359	875	133590	702.7	479.6	0	3472.0	345.4	341	857	359	875	169954	1675.1	587.7	40	3636.0	260.9	40	0.419	-0.2111253	99.000	0.318	1.462	0.682	0.188	0.615
1934	942	857	960	875	250956	2236.4	1972.5	0	3599.8	326.0	942	857	960	875	536122	7978.0	7214.4	51	4490.0	291.2	51	0.280	-0.3861583	99.000	0.318	1.462	0.682	0.188	0.411
1935	377	857	395	875	189679	1095.5	731.7	0	3530.9	339.3	377	857	395	875	249710	2420.6	1346.2	49	3669.8	259.7	49	0.453	-0.1778323	99.000	0.318	1.462	0.682	0.188	0.664
1936	978	857	996	875	1	1.0	0.0	0	3626.8	348.2	978	857	996	875	1	1.0	0.0	0	4527.1	267.0	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1937	414	857	432	875	1	1.0	0.0	0	3507.8	348.0	414	857	432	875	1	1.0	0.0	0	3703.5	243.6	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1938	1015	856	1033	874	1	1.0	0.0	0	3511.2	344.7	1015	856	1033	874	1	1.0	0.0	0	4739.1	290.0	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1939	450	856	468	874	129701	1552.1	1072.5	0	3436.4	366.0	450	856	468	874	170028	2826.9	1152.6	34	3712.7	260.5	34	0.549	-0.0942043	99.000	0.318	1.462	0.682	0.188	0.805
1940	1051	856	1069	874	1	1.0	0.0	0	3434.0	339.8	1051	856	1069	874	1	1.0	0.0	0	4752.3	291.7	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1941	486	856	504	874	1	1.0	0.0	0	3223.5	370.5	486	856	504	874	1	1.0	0.0	0	3731.4	256.4	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1942	1088	856	1106	874	1	1.0	0.0	0	3357.5	372.5	1088	856	1106	874	1	1.0	0.0	0	4608.1	240.1	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1943	523	855	541	873	1	1.0	0.0	0	2783.2	587.5	523	855	541	873	1	1.0	0.0	0	3595.5	299.0	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1944	1125	856	1143	874	1	1.0	0.0	0	3315.8	358.3	1125	856	1143	874	1	1.0	0.0	0	4748.5	278.2	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1945	336	1462	354	1480	250292	2363.8	623.0	30	3457.0	528.8	336	1462	354	1480	252458	2497.9	608.6	51	3373.2	237.6	51	0.946	0.1423893	99.000	0.318	1.462	0.682	0.188	1.388
1946	953	1462	971	1480	1	1.0	0.0	0	3838.3	337.9	953	1462	971	1480	1	1.0	0.0	0	4470.1	278.2	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1947	372	1462	390	1480	234406	2496.5	1580.5	0	3514.0	543.8	372	1462	390	1480	227915	2430.0	1395.7	47	3414.0	252.0	47	1.027	0.1781133	99.000	0.318	1.462	0.682	0.188	1.507
1948	989	1462	1007	1480	121507	1029.5	803.8	0	4033.3	398.0	989	1462	1007	1480	174441	2774.4	948.9	32	4494.0	284.5	32	0.371	-0.2644013	99.000	0.318	1.462	0.682	0.188	0.544
1949	409	1462	427	1480	331442	3881.1	2035.8	47	3484.3	536.2	409	1462	427	1480	321587	3738.7	2047.8	51	3407.6	226.2	53	1.038	0.1824153	99.000	0.318	1.462	0.682	0.188	1.522
1950	1026	1462	1044	1480	387801	2345.1	1355.1	61	3909.7	340.7	1026	1462	1044	1480	523383	3869.3	2610.6	70	4572.4	305.9	70	0.606	-0.0510983	99.000	0.318	1.462	0.682	0.188	0.889
1951	445	1462	463	1480	1	1.0	0.0	0	3379.9	528.0	445	1462	463	1480	1	1.0	0.0	0	3374.5	224.9	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1952	1062	1462	1080	1480	1	1.0	0.0	0	3919.2	342.6	1062	1462	1080	1480	1	1.0	0.0	0	4514.8	245.2	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1953	482	1462	500	1480	1	1.0	0.0	0	3329.4	491.6	482	1462	500	1480	1	1.0	0.0	0	3490.4	291.3	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1954	1099	1462	1117	1480	1	1.0	0.0	0	3876.9	401.1	1099	1462	1117	1480	1	1.0	0.0	0	4486.3	284.2	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1955	518	1462	536	1480	1	1.0	0.0	0	3393.9	500.5	518	1462	536	1480	1	1.0	0.0	0	3449.2	219.8	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1956	1135	1462	1153	1480	136761	1324.2	593.0	0	3935.9	398.1	1135	1462	1153	1480	194801	2805.7	1266.9	34	4686.7	272.4	34	0.472	-0.1598943	99.000	0.318	1.462	0.682	0.188	0.692
1957	331	2093	349	2111	1	1.0	0.0	0	3262.0	378.2	331	2093	349	2111	1	1.0	0.0	0	3020.8	214.8	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1958	956	2083	974	2101	332558	3164.4	1457.6	43	3911.4	410.1	956	2083	974	2101	446738	5634.9	2568.4	55	3870.2	282.4	55	0.562	-0.0840733	99.000	0.318	1.462	0.682	0.188	0.824
1959	368	2093	386	2111	238440	1256.2	669.3	0	3242.7	334.5	368	2093	386	2111	273440	2121.9	901.2	61	3037.4	225.9	61	0.592	-0.0614803	99.000	0.318	1.462	0.682	0.188	0.868
1960	993	2083	1011	2101	297587	3755.6	1601.8	38	3874.9	379.3	993	2083	1011	2101	361238	5419.5	2339.0	47	3843.0	236.4	47	0.693	0.0068943	99.000	0.318	1.462	0.682	0.188	1.016
1961	404	2093	422	2111	1	1.0	0.0	0	3300.9	340.9	404	2093	422	2111	1	1.0	0.0	0	3052.5	207.0	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1962	1029	2082	1047	2100	810232	13252.1	8698.5	55	3986.9	373.3	1029	2082	1047	2100	828298	13594.0	9306.9	46	4029.4	283.0	55	0.975	0.1553363	99.000	0.318	1.462	0.682	0.188	1.430
1963	441	2093	459	2111	1	1.0	0.0	0	3241.4	347.1	441	2093	459	2111	1	1.0	0.0	0	3127.3	242.8	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1964	1065	2082	1083	2100	611899	5916.9	3932.1	51	3795.8	302.6	1065	2082	1083	2100	854164	9481.4	6167.8	70	4076.8	293.3	71	0.624	-0.0385793	99.000	0.318	1.462	0.682	0.188	0.915
1965	477	2093	495	2111	267102	6360.9	8346.9	36	3178.4	336.2	477	2093	495	2111	167618	2869.7	1933.4	0	3116.7	218.6	36	2.217	0.5120173	99.000	0.318	1.462	0.682	0.188	3.251
1966	1102	2082	1120	2100	142146	2580.7	1607.3	0	3880.5	372.6	1102	2082	1120	2100	146816	2622.4	1469.7	30	4051.0	240.0	30	0.984	0.1592663	99.000	0.318	1.462	0.682	0.188	1.443
1967	513	2093	531	2111	162779	1190.7	932.0	0	3208.7	312.0	513	2093	531	2111	202536	2341.8	1563.6	45	3132.1	196.6	45	0.508	-0.1272613	99.000	0.318	1.462	0.682	0.188	0.746
1968	1138	2082	1156	2100	1	1.0	0.0	0	3884.7	394.2	1138	2082	1156	2100	1	1.0	0.0	0	4048.0	263.4	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1969	354	240	372	258	203233	969.0	579.7	0	3449.1	335.7	354	240	372	258	254874	1713.6	790.4	54	3827.2	255.2	54	0.565	-0.0814453	99.000	0.318	1.462	0.682	0.188	0.829
1970	970	250	988	268	1	1.0	0.0	0	3314.9	348.6	970	250	988	268	1	1.0	0.0	0	4590.5	294.7	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1971	390	240	408	258	1	1.0	0.0	0	3532.4	387.5	390	240	408	258	1	1.0	0.0	0	3822.6	247.5	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1972	1006	250	1024	268	1	1.0	0.0	0	3206.4	338.9	1006	250	1024	268	1	1.0	0.0	0	4581.7	253.3	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1973	427	240	445	258	273709	1605.6	1388.0	0	3558.7	347.7	427	240	445	258	349270	2669.8	2065.2	61	3920.2	245.2	61	0.601	-0.0545313	99.000	0.318	1.462	0.682	0.188	0.882
1974	1042	250	1060	268	1	1.0	0.0	0	3165.3	350.4	1042	250	1060	268	1	1.0	0.0	0	4662.6	255.2	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1975	463	240	481	258	376604	6603.6	4515.0	39	2811.5	554.4	463	240	481	258	355553	5131.2	3437.2	48	3757.6	272.6	48	1.287	0.2757723	99.000	0.318	1.462	0.682	0.188	1.887
1976	1079	249	1097	267	128943	443.7	413.3	0	3138.1	364.5	1079	249	1097	267	252409	2314.1	1080.3	44	4697.2	250.4	44	0.192	-0.5512943	99.000	0.318	1.462	0.682	0.188	0.281
1977	500	239	518	257	1	1.0	0.0	0	3419.2	443.0	500	239	518	257	1	1.0	0.0	0	4041.7	297.6	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1978	1115	249	1133	267	1	1.0	0.0	0	3012.9	333.2	1115	249	1133	267	1	1.0	0.0	0	4696.6	272.1	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1979	536	239	554	257	1	1.0	0.0	0	3445.5	469.6	536	239	554	257	1	1.0	0.0	0	4032.1	279.6	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1980	1152	249	1170	267	1	1.0	0.0	0	2982.1	321.2	1152	249	1170	267	1	1.0	0.0	0	4756.4	285.0	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1981	359	857	377	875	449313	2275.0	1195.3	60	3485.5	318.9	359	857	377	875	547321	3355.9	1414.0	86	3661.0	242.1	86	0.678	-0.0026143	99.000	0.318	1.462	0.682	0.188	0.994
1982	960	857	978	875	1	1.0	0.0	0	3604.1	334.0	960	857	978	875	1	1.0	0.0	0	4496.2	280.3	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1983	396	857	414	875	210945	2408.8	1775.8	30	3450.8	330.9	396	857	414	875	252398	3314.7	2490.1	43	3696.4	260.2	44	0.727	0.0277573	99.000	0.318	1.462	0.682	0.188	1.066
1984	997	857	1015	875	1	1.0	0.0	0	3519.8	326.1	997	857	1015	875	1	1.0	0.0	0	4611.9	253.5	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1985	432	856	450	874	323603	2367.5	1754.9	37	3516.2	357.8	432	856	450	874	403321	3624.8	2146.3	63	3708.3	248.4	63	0.653	-0.0186343	99.000	0.318	1.462	0.682	0.188	0.958
1986	1033	856	1051	874	1	1.0	0.0	0	3443.8	338.0	1033	856	1051	874	1	1.0	0.0	0	4795.3	317.8	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1987	468	856	486	874	195208	2938.9	1682.6	33	3358.1	349.0	468	856	486	874	226787	3617.7	2099.5	39	3698.0	255.5	39	0.812	0.0759123	99.000	0.318	1.462	0.682	0.188	1.191
1988	1070	856	1088	874	148795	900.5	501.5	0	3350.8	332.0	1070	856	1088	874	235311	2123.5	1092.2	43	4599.7	236.9	43	0.424	-0.2062103	99.000	0.318	1.462	0.682	0.188	0.622
1989	505	856	523	874	107716	1339.6	761.2	0	3148.5	616.6	505	856	523	874	131381	1847.6	507.9	32	3626.6	262.1	32	0.725	0.0265333	99.000	0.318	1.462	0.682	0.188	1.063
1990	1106	856	1124	874	1	1.0	0.0	0	3402.1	402.9	1106	856	1124	874	1	1.0	0.0	0	4809.3	318.9	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1991	541	855	559	873	1	1.0	0.0	0	2966.9	675.2	541	855	559	873	1	1.0	0.0	0	3695.0	331.6	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1992	1143	856	1161	874	1	1.0	0.0	0	3253.1	338.2	1143	856	1161	874	1	1.0	0.0	0	4685.2	258.6	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1993	354	1462	372	1480	1	1.0	0.0	0	3513.5	570.9	354	1462	372	1480	1	1.0	0.0	0	3370.4	242.4	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1994	971	1462	989	1480	170731	1524.1	930.1	0	3983.4	380.9	971	1462	989	1480	250030	3577.9	1863.9	39	4487.6	292.7	39	0.426	-0.2041203	99.000	0.318	1.462	0.682	0.188	0.625
1995	391	1462	409	1480	1	1.0	0.0	0	3539.3	550.5	391	1462	409	1480	1	1.0	0.0	0	3464.5	268.5	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1996	1007	1462	1025	1480	1	1.0	0.0	0	3961.9	358.1	1007	1462	1025	1480	1	1.0	0.0	0	4518.8	280.3	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1997	427	1462	445	1480	1	1.0	0.0	0	3491.2	572.4	427	1462	445	1480	1	1.0	0.0	0	3408.6	242.0	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1998	1044	1462	1062	1480	1	1.0	0.0	0	3900.8	348.8	1044	1462	1062	1480	1	1.0	0.0	0	4593.2	292.6	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
1999	463	1462	481	1480	1	1.0	0.0	0	3295.8	471.0	463	1462	481	1480	1	1.0	0.0	0	3404.0	234.6	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
2000	1080	1462	1098	1480	127618	1259.7	793.8	0	3845.0	334.2	1080	1462	1098	1480	173355	2505.6	980.1	33	4428.6	241.6	33	0.503	-0.1325333	99.000	0.318	1.462	0.682	0.188	0.737
2001	500	1462	518	1480	1	1.0	0.0	0	3377.1	490.6	500	1462	518	1480	1	1.0	0.0	0	3491.7	268.8	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
2002	1117	1462	1135	1480	1	1.0	0.0	0	3920.7	420.1	1117	1462	1135	1480	1	1.0	0.0	0	4552.0	276.3	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
2003	536	1462	554	1480	114345	542.1	457.5	0	3400.9	500.7	536	1462	554	1480	174674	2489.2	1145.2	37	3534.0	241.8	37	0.218	-0.4962093	99.000	0.318	1.462	0.682	0.188	0.319
2004	1153	1462	1171	1480	1	1.0	0.0	0	3944.0	371.4	1153	1462	1171	1480	1	1.0	0.0	0	4766.0	290.5	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
2005	349	2093	367	2111	1	1.0	0.0	0	3247.4	340.9	349	2093	367	2111	1	1.0	0.0	0	3086.6	250.1	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
2006	974	2083	992	2101	344478	1741.3	1770.9	0	3814.8	367.1	974	2083	992	2101	458908	3654.3	3024.0	70	3747.4	226.3	70	0.477	-0.1555233	99.000	0.318	1.462	0.682	0.188	0.699
2007	386	2093	404	2111	557033	5057.4	2170.1	74	3256.5	311.3	386	2093	404	2111	497733	4395.8	2195.8	69	3033.1	206.6	75	1.151	0.2271153	99.000	0.318	1.462	0.682	0.188	1.687
2008	1011	2083	1029	2101	428744	1817.9	1090.8	46	3976.0	389.0	1011	2083	1029	2101	493247	2748.9	1249.2	82	3916.6	250.8	82	0.661	-0.0132283	99.000	0.318	1.462	0.682	0.188	0.970
2009	422	2093	440	2111	1	1.0	0.0	0	3287.7	354.2	422	2093	440	2111	1	1.0	0.0	0	3106.5	231.3	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
2010	1047	2082	1065	2100	599094	3857.4	3882.5	57	3823.3	304.4	1047	2082	1065	2100	1038313	9222.8	9465.2	85	4088.9	300.3	86	0.418	-0.2125403	99.000	0.318	1.462	0.682	0.188	0.613
2011	459	2093	477	2111	372373	3225.5	2064.6	58	3194.8	328.9	459	2093	477	2111	497932	5474.7	3751.9	66	3110.3	226.7	66	0.589	-0.0634863	99.000	0.318	1.462	0.682	0.188	0.864
2012	1084	2082	1102	2100	606499	5227.0	2616.3	75	3825.2	339.0	1084	2082	1102	2100	813221	8022.3	3999.5	68	4115.3	299.1	75	0.652	-0.0199973	99.000	0.318	1.462	0.682	0.188	0.955
2013	495	2093	513	2111	196650	2278.0	1693.5	30	3184.5	331.3	495	2093	513	2111	201485	2450.9	1704.6	43	3145.9	217.6	44	0.929	0.1344963	99.000	0.318	1.462	0.682	0.188	1.363
2014	1120	2082	1138	2100	1	1.0	0.0	0	3861.9	373.8	1120	2082	1138	2100	1	1.0	0.0	0	4043.8	255.1	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
2015	532	2093	550	2111	1	1.0	0.0	0	3351.9	410.9	532	2093	550	2111	1	1.0	0.0	0	3260.4	250.3	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
2016	1157	2082	1175	2100	422708	2604.9	1646.6	0	3898.3	382.7	1157	2082	1175	2100	531613	4124.4	1964.7	73	4054.2	248.7	73	0.632	-0.0333893	99.000	0.318	1.462	0.682	0.188	0.926
2017	555	239	573	257	116518	1691.7	704.6	0	3374.3	401.6	555	239	573	257	145351	2283.2	882.6	31	4036.4	252.9	31	0.741	0.0362303	99.000	0.318	1.462	0.682	0.188	1.087
2018	1170	249	1188	267	85267	792.6	455.9	0	2914.6	323.0	1170	249	1188	267	144695	1664.1	510.3	31	4627.0	237.8	31	0.476	-0.1555233	99.000	0.318	1.462	0.682	0.188	0.699
2019	591	239	609	257	1	1.0	0.0	0	3630.7	566.4	591	239	609	257	1	1.0	0.0	0	4140.8	312.4	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
2020	1206	249	1224	267	133051	2402.2	899.4	33	2919.9	311.3	1206	249	1224	267	145833	1113.9	301.1	0	4719.4	264.9	33	2.157	0.5000993	99.000	0.318	1.462	0.682	0.188	3.163
